[(10, u'heartpoor')
(190, u'sullen')
(190, u'murmured')
(190, u'bases')
(190, u'asking')
(190, u'smallest')
(190, u'growth')
(190, u'disperse')
(190, u'parcel')
(190, u'zerah')
(190, u'intended')
(190, u'embraced')
(190, u'helps')
(190, u'shameful')
(190, u'haran')
(190, u'gomorrah')
(190, u'amon')
(190, u'impatience')
(190, u'thumb')
(190, u'pursuit')
(190, u'gaza')
(190, u'witchcraft')
(190, u'deck')
(190, u'coupled')
(190, u'seats')
(190, u'demands')
(190, u'pick')
(190, u'stiff')
(190, u'excess')
(190, u'opening')
(190, u'crimes')
(190, u'coin')
(190, u'expense')
(190, u'treasons')
(190, u'frost')
(190, u'debts')
(190, u'sails')
(190, u'balance')
(190, u"earth's")
(190, u'bounteous')
(190, u'bargain')
(190, u'eats')
(190, u"on's")
(190, u'maine')
(190, u'mistrust')
(190, u'sprung')
(190, u'ramothgilead')
(190, u'offspring')
(190, u"bestow'd")
(190, u'bruised')
(190, u'relish')
(190, u'revolted')
(190, u'phoebus')
(190, u'reports')
(190, u'canker')
(190, u'canidius')
(190, u'chid')
(190, u'caphis')
(190, u"cross'd")
(190, u"know't")
(190, u'fifteenth')
(190, u'reynaldo')
(190, u'potent')
(190, u'discharged')
(190, u'commends')
(190, u'swifter')
(190, u'jonah')
(190, u'withhold')
(190, u'crime')
(190, u'sex')
(190, u'rue')
(190, u'row')
(190, u'extreme')
(190, u'throughly')
(190, u'metellus')
(190, u'lasting')
(190, u'stubble')
(190, u'lowest')
(190, u'snout')
(190, u'nail')
(190, u"priam's")
(190, u'impatient')
(190, u'concluded')
(190, u'weighed')
(190, u'style')
(190, u'renew')
(190, u'assault')
(190, u'chest')
(190, u'depth')
(190, u'moabites')
(190, u'fleece')
(190, u'proceedings')
(190, u'scarcely')
(190, u'faithfully')
(190, u'calves')
(190, u'teacheth')
(190, u'excellence')
(190, u'aedile')
(190, u'consecrated')
(190, u'design')
(190, u'lief')
(190, u'oppose')
(190, u'fetched')
(190, u'figures')
(190, u"fool's")
(190, u'kinds')
(190, u'rejoiceth')
(190, u'reasonable')
(190, u'extend')
(190, u'infamy')
(190, u'philario')
(190, u'phoenix')
(190, u'theft')
(190, u'magnify')
(190, u'consequence')
(190, u'committeth')
(190, u'nod')
(190, u'cook')
(190, u'nobler')
(190, u'sixty')
(190, u'loathed')
(190, u'crimson')
(190, u'infirmities')
(190, u'apprehend')
(190, u'nostrils')
(190, u'nuptial')
(190, u'revels')
(190, u'occasions')
(190, u'leading')
(190, u'scratch')
(190, u'partner')
(190, u'import')
(190, u'shames')
(190, u'apply')
(190, u'performance')
(190, u'article')
(190, u'meed')
(190, u'hum')
(190, u'lewdness')
(190, u'scandal')
(190, u'godly')
(190, u'faileth')
(190, u'choked')
(190, u'ned')
(190, u'ribs')
(190, u'horror')
(190, u'hewn')
(190, u'bagot')
(190, u'liquor')
(190, u'coronation')
(190, u'drift')
(190, u'courtezan')
(190, u'engaged')
(190, u'morsel')
(190, u'notable')
(190, u'churlish')
(190, u'reins')
(200, u'spotted')
(200, u'uncovered')
(200, u"enter'd")
(200, u'deals')
(200, u'nether')
(200, u'tokens')
(200, u'slayer')
(200, u'pipe')
(200, u'wearing')
(200, u'venom')
(200, u'goodman')
(200, u'privily')
(200, u'wearied')
(200, u'pindarus')
(200, u'darkened')
(200, u'giant')
(200, u'prays')
(200, u'fastened')
(200, u'suitors')
(200, u'sustain')
(200, u'eliab')
(200, u'seized')
(200, u'tribune')
(200, u'elect')
(200, u'commodity')
(200, u'quake')
(200, u"cupid's")
(200, u'dire')
(200, u'sleeve')
(200, u'lowly')
(200, u'lungs')
(200, u'closed')
(200, u'vassal')
(200, u'throwing')
(200, u'snares')
(200, u'serpents')
(200, u'helm')
(200, u'mocks')
(200, u'threshold')
(200, u"proclaim'd")
(200, u'confined')
(200, u'print')
(200, u'charges')
(200, u'steed')
(200, u'whomsoever')
(200, u'moonshine')
(200, u'torches')
(200, u"slaughter'd")
(200, u'abijah')
(200, u'naomi')
(200, u'apostle')
(200, u'inhabit')
(200, u'centurion')
(200, u'hare')
(200, u'coxcomb')
(200, u'colt')
(200, u'huntsman')
(200, u'patricians')
(200, u'joel')
(200, u'sepulchres')
(200, u'manna')
(200, u'ladder')
(200, u'martius')
(200, u'ahithophel')
(200, u'thorn')
(200, u'provision')
(200, u'shaking')
(200, u'clothing')
(200, u'mamillius')
(200, u'seraiah')
(200, u'tops')
(200, u'proudly')
(200, u'madman')
(200, u'gazing')
(200, u'livest')
(200, u'tutor')
(200, u'vanities')
(200, u'whispers')
(200, u'ethiopia')
(200, u'bag')
(200, u'dungeon')
(200, u'redeemer')
(200, u'sickly')
(200, u'drawer')
(200, u'rags')
(200, u'obadiah')
(200, u'derision')
(200, u'gilded')
(200, u'whoring')
(200, u'quenched')
(200, u'nethaniah')
(200, u"abraham's")
(200, u'conspiracy')
(200, u'accounted')
(200, u'finish')
(200, u'race')
(200, u"emperor's")
(200, u'miles')
(200, u'ahikam')
(200, u'avenged')
(200, u'zounds')
(200, u'lively')
(200, u'parson')
(200, u'recompence')
(200, u'scholar')
(200, u'descent')
(200, u'description')
(200, u'thirteen')
(200, u'sergeant')
(200, u'beastly')
(200, u'belongeth')
(200, u'discord')
(200, u'frail')
(200, u'jesu')
(200, u'harps')
(200, u'compound')
(200, u'entereth')
(200, u'victuals')
(200, u'moons')
(200, u'obededom')
(200, u'murders')
(200, u'ahijah')
(200, u'persuasion')
(200, u'drove')
(200, u'remaining')
(200, u'uprightness')
(200, u"see't")
(200, u"shepherd's")
(200, u'haunt')
(200, u'scarus')
(200, u'nadab')
(200, u'dearth')
(200, u'grossly')
(200, u'diet')
(200, u'breaketh')
(200, u'market')
(200, u'ice')
(200, u'clap')
(200, u'faulconbridge')
(200, u'fountains')
(200, u"prevail'd")
(200, u'habitations')
(200, u'transgressors')
(200, u'hume')
(200, u"alban's")
(200, u'justify')
(210, u'verses')
(210, u'shores')
(210, u'cheerful')
(210, u'subjection')
(210, u'despiseth')
(210, u'insomuch')
(210, u'heinous')
(210, u'collatine')
(210, u'bending')
(210, u'fir')
(210, u'ivory')
(210, u'passions')
(210, u'exceed')
(210, u'takest')
(210, u'throng')
(210, u'worser')
(210, u'conquer')
(210, u'bottles')
(210, u'gentleness')
(210, u'faithfulness')
(210, u'attends')
(210, u'dismal')
(210, u'affected')
(210, u'feareth')
(210, u'limit')
(210, u'pin')
(210, u'hunting')
(210, u'juno')
(210, u'afore')
(210, u'skull')
(210, u'diligent')
(210, u'openeth')
(210, u'eden')
(210, u"betray'd")
(210, u'aloof')
(210, u'distressed')
(210, u'pins')
(210, u'cawdor')
(210, u'hypocrites')
(210, u'conceal')
(210, u'furious')
(210, u'stephen')
(210, u"mock'd")
(210, u'ithamar')
(210, u'sinful')
(210, u'shushan')
(210, u'ingratitude')
(210, u'deeply')
(210, u"talk'd")
(210, u'eunuch')
(210, u'bondmen')
(210, u'sorts')
(210, u'labouring')
(210, u'peep')
(210, u'persecuted')
(210, u'bona')
(210, u"wash'd")
(210, u'stairs')
(210, u'esaias')
(210, u'superfluous')
(210, u'lily')
(210, u'dwellest')
(210, u'threatening')
(210, u'abhorson')
(210, u'givest')
(210, u'prefer')
(210, u'harmless')
(210, u'religion')
(210, u'stricken')
(210, u'aloft')
(210, u'husbandmen')
(210, u'crystal')
(210, u'sheweth')
(210, u'strict')
(210, u'vent')
(210, u'briers')
(210, u'shouting')
(210, u'raw')
(210, u'divisions')
(210, u'vous')
(210, u'ashdod')
(210, u'drank')
(210, u'cambridge')
(210, u'concerns')
(210, u'shakes')
(210, u'retires')
(210, u'comely')
(210, u'frowns')
(210, u'seer')
(210, u'harmony')
(210, u'destiny')
(210, u'invite')
(210, u'excursions')
(210, u'astonishment')
(210, u'servilius')
(210, u'sisera')
(210, u'trusty')
(210, u'slack')
(210, u'hebrews')
(210, u'besiege')
(210, u'rogues')
(210, u'contain')
(210, u'twined')
(210, u'diligence')
(210, u'pounds')
(210, u'stealing')
(210, u'temptation')
(210, u'faction')
(210, u'mightest')
(210, u'dangers')
(210, u'tenor')
(210, u'cherish')
(210, u'revenue')
(210, u'mistook')
(210, u'heifer')
(210, u'converse')
(210, u'hangings')
(210, u'nobody')
(210, u'bethshemesh')
(210, u'apollo')
(210, u'copy')
(210, u'gat')
(210, u'regent')
(210, u'wager')
(210, u'unrighteousness')
(210, u'montjoy')
(210, u'thyreus')
(210, u"dishonour'd")
(210, u'entreated')
(210, u'richer')
(210, u'debate')
(210, u'precedent')
(210, u'stripes')
(210, u'meal')
(210, u'procure')
(210, u'kish')
(210, u'ascended')
(210, u'achish')
(210, u'legions')
(210, u'butcher')
(210, u'errand')
(210, u'cart')
(210, u'quintus')
(210, u'harbour')
(210, u'hates')
(210, u'foolishness')
(210, u'terrors')
(210, u'fray')
(210, u"was't")
(210, u'flout')
(210, u'ape')
(210, u'zidon')
(210, u'weed')
(210, u'magnified')
(210, u'bells')
(210, u'elkanah')
(210, u'toe')
(220, u'dian')
(220, u'chorus')
(220, u'waxen')
(220, u'nativity')
(220, u'prime')
(220, u'trim')
(220, u"offer'd")
(220, u'corporal')
(220, u'wenches')
(220, u'mischance')
(220, u'eunuchs')
(220, u'soever')
(220, u'sinneth')
(220, u'setteth')
(220, u'briefly')
(220, u'scorns')
(220, u'speedy')
(220, u'proceeded')
(220, u'infected')
(220, u'barbarous')
(220, u'ekron')
(220, u'varlet')
(220, u"jacob's")
(220, u'bliss')
(220, u'manly')
(220, u'zerubbabel')
(220, u'scriptures')
(220, u'stabs')
(220, u'sheets')
(220, u"robb'd")
(220, u'usurp')
(220, u'shrewsbury')
(220, u'eglamour')
(220, u'og')
(220, u'considered')
(220, u'wag')
(220, u'afford')
(220, u'date')
(220, u'sailors')
(220, u'carcases')
(220, u'infect')
(220, u'pilgrimage')
(220, u'inwards')
(220, u'beau')
(220, u'conqueror')
(220, u"grace's")
(220, u'lock')
(220, u'tumult')
(220, u'hooks')
(220, u'awe')
(220, u'swell')
(220, u'feeds')
(220, u'funeral')
(220, u'grieves')
(220, u'hittites')
(220, u'volsces')
(220, u'weeks')
(220, u'machir')
(220, u'bereft')
(220, u'feathers')
(220, u"suffer'd")
(220, u'naboth')
(220, u'pandar')
(220, u'employment')
(220, u'disguise')
(220, u'mocking')
(220, u'passes')
(220, u'praising')
(220, u'reckoned')
(220, u'waked')
(220, u'swain')
(220, u"joseph's")
(220, u'parliament')
(220, u'hew')
(220, u'celestial')
(220, u'flaminius')
(220, u'mightier')
(220, u'bootless')
(220, u'alexandria')
(220, u'ancestors')
(220, u'hose')
(220, u'eleventh')
(220, u'les')
(220, u'deeper')
(220, u'mood')
(220, u'whoredom')
(220, u'complete')
(220, u'temples')
(220, u'proculeius')
(220, u'jubile')
(220, u'innocence')
(220, u'tom')
(220, u'sire')
(220, u'ministry')
(220, u'panthino')
(220, u'wedding')
(220, u'stature')
(220, u'vulgar')
(220, u"varro's")
(220, u'appeal')
(220, u'comedy')
(220, u'apparent')
(220, u'hey')
(220, u'marble')
(220, u'philippi')
(220, u"remember'd")
(220, u'euphrates')
(220, u'devices')
(220, u'hiram')
(220, u'stops')
(220, u'stirring')
(220, u'infection')
(220, u'causes')
(220, u'cloudy')
(220, u'heel')
(220, u'duties')
(220, u'resign')
(220, u'hin')
(220, u'dragons')
(220, u'quicken')
(220, u'raven')
(220, u'pernicious')
(220, u'fret')
(220, u'history')
(220, u'highly')
(220, u'cassandra')
(230, u'employ')
(230, u'resist')
(230, u'saidst')
(230, u'lighted')
(230, u'accusation')
(230, u'mouldy')
(230, u'nobleman')
(230, u'firmament')
(230, u'suffering')
(230, u'perjury')
(230, u'ammonites')
(230, u'pole')
(230, u'direction')
(230, u'lamp')
(230, u'balm')
(230, u'complaint')
(230, u'game')
(230, u'outside')
(230, u'stirred')
(230, u'tribulation')
(230, u'handle')
(230, u'careless')
(230, u'jot')
(230, u'diest')
(230, u'mongst')
(230, u'jezebel')
(230, u'plenteous')
(230, u'lads')
(230, u'sampson')
(230, u'purchased')
(230, u'pox')
(230, u'acquaint')
(230, u'jehoahaz')
(230, u'stout')
(230, u'charms')
(230, u'betrayed')
(230, u"'o")
(230, u'banks')
(230, u'simpcox')
(230, u'governors')
(230, u'posterity')
(230, u'raging')
(230, u'deposed')
(230, u'pearls')
(230, u'dreamed')
(230, u'boatswain')
(230, u'campeius')
(230, u'pitied')
(230, u'denmark')
(230, u'divorce')
(230, u"sister's")
(230, u'tales')
(230, u'pigeons')
(230, u'feather')
(230, u'hedge')
(230, u'bethink')
(230, u'notes')
(230, u'sorrowful')
(230, u'pomegranates')
(230, u"thou'lt")
(230, u'rites')
(230, u'fortinbras')
(230, u'religious')
(230, u'courteous')
(230, u'hideous')
(230, u'sights')
(230, u'partakers')
(230, u'rapier')
(230, u"kiss'd")
(230, u'stuck')
(230, u'longing')
(230, u'thisbe')
(230, u'mizpeh')
(230, u'valeria')
(230, u'thankful')
(230, u'amorous')
(230, u'leonine')
(230, u'hazael')
(230, u"rome's")
(230, u'chaff')
(230, u'peasant')
(230, u'consecrate')
(230, u'warning')
(230, u'openly')
(230, u'supplications')
(230, u'accident')
(230, u'chiefest')
(230, u'concubine')
(230, u'minded')
(230, u'shoe')
(230, u'carved')
(230, u'trunk')
(230, u'soundly')
(230, u'rights')
(230, u'sup')
(230, u'floor')
(230, u'hiss')
(230, u'incensed')
(230, u'scales')
(230, u'dainty')
(230, u'flute')
(230, u'burneth')
(230, u'covetousness')
(230, u'amity')
(230, u'dig')
(230, u'assist')
(230, u'servile')
(230, u'blast')
(230, u'relieve')
(230, u'jehoram')
(230, u'confession')
(230, u'frenchman')
(230, u'mizpah')
(230, u'earthquake')
(230, u'pillow')
(230, u'alter')
(230, u'scruple')
(230, u'lucy')
(230, u'thisby')
(230, u'drawing')
(230, u'injuries')
(230, u'departure')
(230, u'grim')
(230, u'marvelled')
(230, u'pleaseth')
(230, u'corioli')
(230, u'highway')
(230, u'idol')
(230, u'boil')
(230, u'vowed')
(230, u'shamed')
(230, u'doublet')
(230, u'advanced')
(230, u'brooks')
(230, u'pack')
(230, u'profaned')
(230, u'stafford')
(230, u'standard')
(240, u'nightly')
(240, u'thinkest')
(240, u'blanch')
(240, u'dukedom')
(240, u'hallowed')
(240, u'load')
(240, u'watery')
(240, u'presents')
(240, u'boaz')
(240, u'unkindness')
(240, u'admit')
(240, u'eyelids')
(240, u"begg'd")
(240, u'lets')
(240, u'rush')
(240, u'wickedly')
(240, u'leaf')
(240, u'perverse')
(240, u'sadly')
(240, u'moving')
(240, u'tyrrel')
(240, u'tush')
(240, u'kneels')
(240, u'amalekites')
(240, u'casting')
(240, u'prodigal')
(240, u'presume')
(240, u'pangs')
(240, u'ventidius')
(240, u'losing')
(240, u'willow')
(240, u'inquire')
(240, u'amend')
(240, u'strokes')
(240, u'mantua')
(240, u'ranks')
(240, u'process')
(240, u'gladly')
(240, u'cain')
(240, u'reply')
(240, u'serious')
(240, u'seasons')
(240, u'jotham')
(240, u'tamar')
(240, u'dispersed')
(240, u'gregory')
(240, u'wailing')
(240, u'acceptable')
(240, u'whit')
(240, u'wolves')
(240, u'powerful')
(240, u'dispose')
(240, u'profession')
(240, u'grandsire')
(240, u'lap')
(240, u'testified')
(240, u'anguish')
(240, u'tarshish')
(240, u'hasted')
(240, u"soul's")
(240, u'voyage')
(240, u"poison'd")
(240, u'awaked')
(240, u'merrily')
(240, u'hourly')
(240, u'inform')
(240, u'mourned')
(240, u'feeding')
(240, u'carrier')
(240, u'royalty')
(240, u'lachish')
(240, u'ninety')
(240, u'overtake')
(240, u'especially')
(240, u'haughty')
(240, u'wiser')
(240, u'natures')
(240, u'midianites')
(240, u'humility')
(240, u'expedition')
(240, u'stoned')
(240, u'synagogues')
(240, u'greece')
(240, u'searched')
(240, u'bill')
(240, u'silk')
(240, u'dismiss')
(240, u'fixed')
(240, u'amalek')
(240, u'kneeling')
(240, u'obtain')
(240, u"hector's")
(240, u'maker')
(240, u'its')
(240, u'astray')
(240, u'submit')
(240, u'battles')
(240, u'surprised')
(240, u'recovered')
(240, u'moe')
(240, u'overdone')
(240, u'killeth')
(240, u'meanest')
(240, u"stopp'd")
(240, u'woful')
(240, u'fighting')
(240, u'controversy')
(240, u'seemed')
(240, u'patiently')
(240, u"upon't")
(240, u'cyrus')
(240, u'clothe')
(240, u'tithes')
(240, u'framed')
(250, u'plants')
(250, u'trifle')
(250, u'sith')
(250, u'uttered')
(250, u'dat')
(250, u"fill'd")
(250, u'craves')
(250, u'meantime')
(250, u'laboured')
(250, u'intents')
(250, u'carries')
(250, u'carriage')
(250, u'fires')
(250, u'inn')
(250, u'austria')
(250, u"solomon's")
(250, u'marketplace')
(250, u'accord')
(250, u'infant')
(250, u'sadness')
(250, u'amnon')
(250, u'conspired')
(250, u'saving')
(250, u"body's")
(250, u'punished')
(250, u'fan')
(250, u'piteous')
(250, u'grain')
(250, u'streams')
(250, u'fourteenth')
(250, u'damnation')
(250, u'determine')
(250, u'thirsty')
(250, u'suitor')
(250, u'garland')
(250, u'barnardine')
(250, u'meek')
(250, u'front')
(250, u'affect')
(250, u'fleet')
(250, u'rutland')
(250, u'knocks')
(250, u'miseries')
(250, u'soil')
(250, u'mire')
(250, u'forlorn')
(250, u'tie')
(250, u'fully')
(250, u'earnestly')
(250, u'suffice')
(250, u'abishai')
(250, u'peto')
(250, u'speakest')
(250, u'phinehas')
(250, u'settled')
(250, u'crest')
(250, u'vexation')
(250, u'treachery')
(250, u'chased')
(250, u'painting')
(250, u'rot')
(250, u'florence')
(250, u'brown')
(250, u'moan')
(250, u'bathe')
(250, u'mention')
(250, u'sensible')
(250, u'sending')
(250, u'yon')
(250, u'society')
(250, u'nearer')
(250, u'keen')
(250, u'alway')
(250, u'kine')
(250, u'sprinkled')
(250, u'titles')
(250, u'breathing')
(250, u'arnon')
(250, u"fix'd")
(250, u'mankind')
(250, u'persecute')
(250, u'nebat')
(250, u'jebusites')
(250, u'deliverance')
(250, u'performed')
(250, u'murderous')
(250, u'adventure')
(250, u'brightness')
(250, u'decius')
(250, u'alms')
(250, u'leaven')
(250, u'maaseiah')
(250, u'baptism')
(250, u'reckoning')
(250, u'thane')
(250, u'loyalty')
(250, u'yielding')
(250, u'trembled')
(250, u'cruelty')
(250, u'loathsome')
(250, u'purged')
(250, u'meddle')
(250, u'shields')
(250, u'asia')
(250, u'doves')
(250, u'experience')
(250, u'furnish')
(250, u'adonis')
(250, u'shining')
(250, u'meshullam')
(250, u'instructed')
(250, u'imperial')
(250, u'marching')
(250, u'treacherously')
(250, u'sinner')
(250, u'comforts')
(250, u'discern')
(260, u'beareth')
(260, u'ragged')
(260, u'darius')
(260, u'county')
(260, u'observed')
(260, u'access')
(260, u"mark'd")
(260, u'ezra')
(260, u'curst')
(260, u'term')
(260, u'sailor')
(260, u'amends')
(260, u'school')
(260, u'beggars')
(260, u'proceeding')
(260, u'liar')
(260, u'dowry')
(260, u'villanous')
(260, u'boldness')
(260, u'aunt')
(260, u'kinsmen')
(260, u'ornaments')
(260, u'qualities')
(260, u'arrow')
(260, u'questions')
(260, u'showers')
(260, u'owes')
(260, u'korah')
(260, u'adonijah')
(260, u'pawn')
(260, u'unseen')
(260, u'cedars')
(260, u'strumpet')
(260, u'lark')
(260, u'hung')
(260, u'shun')
(260, u'testament')
(260, u'stamp')
(260, u'manhood')
(260, u'crowned')
(260, u'curious')
(260, u'ambassadors')
(260, u'sovereignty')
(260, u"lion's")
(260, u'writes')
(260, u'hidden')
(260, u'agreed')
(260, u'opportunity')
(260, u'wandering')
(260, u'hittite')
(260, u'sweetest')
(260, u'lovingkindness')
(260, u'reprove')
(260, u'rousillon')
(260, u'ornament')
(260, u'southward')
(260, u'ascend')
(260, u'nimble')
(260, u'reported')
(260, u'fold')
(260, u'joint')
(260, u'beam')
(260, u'instance')
(260, u'pull')
(260, u"employ'd")
(260, u'semblance')
(260, u'bows')
(260, u'chastity')
(260, u'abound')
(260, u'incline')
(260, u'hippolyta')
(260, u'swine')
(260, u'dearer')
(260, u'goings')
(260, u'dancing')
(260, u"people's")
(260, u'baruch')
(260, u'vexed')
(260, u'manage')
(260, u'zeruiah')
(260, u'noted')
(260, u'mettle')
(260, u'abhorred')
(260, u'allegiance')
(260, u'complain')
(260, u'carmel')
(260, u'retreat')
(260, u'delights')
(260, u'begot')
(260, u'salanio')
(260, u'throats')
(260, u'contract')
(260, u'whipped')
(260, u'macedonia')
(260, u'drinks')
(260, u'instantly')
(260, u'ourself')
(260, u'waking')
(260, u'lofty')
(260, u"women's")
(260, u'luck')
(270, u'current')
(270, u'heaps')
(270, u'tyrus')
(270, u'dedicated')
(270, u'northward')
(270, u"lock'd")
(270, u'beguile')
(270, u'touches')
(270, u'blew')
(270, u'degrees')
(270, u'solinus')
(270, u'maidens')
(270, u'drowned')
(270, u'slip')
(270, u'froth')
(270, u'plenty')
(270, u'tarsus')
(270, u'thread')
(270, u'owner')
(270, u"seal'd")
(270, u'perished')
(270, u'johanan')
(270, u'assemble')
(270, u'welsh')
(270, u'phrase')
(270, u'burthen')
(270, u'uncover')
(270, u'joints')
(270, u'herb')
(270, u'intelligence')
(270, u'sufferance')
(270, u'blushing')
(270, u'covereth')
(270, u'workers')
(270, u'climb')
(270, u'ointment')
(270, u'couple')
(270, u'ordinances')
(270, u'uriah')
(270, u'afoot')
(270, u'metal')
(270, u'miss')
(270, u'park')
(270, u'changes')
(270, u'visions')
(270, u'wooing')
(270, u'confident')
(270, u'arrest')
(270, u'exalt')
(270, u'distance')
(270, u'redress')
(270, u'wronged')
(270, u'craft')
(270, u'sawest')
(270, u'spurn')
(270, u'musicians')
(270, u'elements')
(270, u'rested')
(270, u'shallum')
(270, u'benhadad')
(270, u'lays')
(270, u'likes')
(270, u"join'd")
(270, u'uzziah')
(270, u'laughed')
(270, u'deaths')
(270, u'level')
(270, u'tubal')
(270, u'bestowed')
(270, u'cheque')
(270, u'vii')
(270, u'aegeon')
(270, u'moves')
(270, u'quarter')
(270, u'throws')
(270, u'shrewd')
(270, u'approved')
(270, u'griffith')
(270, u'oppress')
(270, u'greeting')
(270, u'publish')
(270, u'bowls')
(270, u'shaken')
(270, u'proclaimed')
(270, u'overthrown')
(270, u'boots')
(270, u'breeds')
(270, u'hitherto')
(270, u'tend')
(270, u"hang'd")
(270, u'dragon')
(270, u'mightily')
(280, u'ceremony')
(280, u'rumour')
(280, u'forms')
(280, u'goose')
(280, u'strangely')
(280, u'helped')
(280, u"condemn'd")
(280, u'likely')
(280, u'dine')
(280, u'scurvy')
(280, u'chin')
(280, u'anointing')
(280, u'silly')
(280, u'moral')
(280, u'burdens')
(280, u'human')
(280, u'aspect')
(280, u'mutiny')
(280, u'preaching')
(280, u'knot')
(280, u'kingly')
(280, u'behavior')
(280, u'combat')
(280, u'lots')
(280, u'exile')
(280, u'hap')
(280, u'release')
(280, u'siward')
(280, u'medicine')
(280, u'finding')
(280, u'begotten')
(280, u'happily')
(280, u'counsellors')
(280, u'baasha')
(280, u'jaquenetta')
(280, u'boughs')
(280, u'addition')
(280, u'shift')
(280, u'pays')
(280, u'naught')
(280, u'convenient')
(280, u'kindle')
(280, u'clerk')
(280, u'stale')
(280, u'gadshill')
(280, u'lusts')
(280, u'merely')
(280, u'cuckold')
(280, u'companies')
(280, u'proportion')
(280, u'troubles')
(280, u'fro')
(280, u'verges')
(280, u'adversary')
(280, u'conditions')
(280, u'laying')
(280, u'dung')
(280, u'alarums')
(280, u'twould')
(280, u'elam')
(280, u'levite')
(280, u'pronounced')
(280, u'flat')
(280, u'burial')
(280, u'beguiled')
(280, u'micah')
(280, u'fee')
(280, u'errors')
(280, u'choler')
(280, u'eighteen')
(280, u'mecaenas')
(280, u'glorify')
(280, u'rebekah')
(280, u"whate'er")
(280, u'rebuked')
(280, u'election')
(280, u'afternoon')
(280, u'deserts')
(280, u'findeth')
(280, u'wore')
(280, u'walks')
(280, u'brakenbury')
(280, u'deputy')
(280, u'opposite')
(280, u'scourge')
(280, u'tired')
(280, u'sinews')
(280, u'elinor')
(280, u'narrow')
(280, u'praying')
(280, u'prudent')
(280, u'flattery')
(280, u'mightst')
(280, u'stumble')
(280, u'disposed')
(280, u"woo'd")
(280, u'bosoms')
(280, u'agree')
(280, u'sung')
(280, u'infirmity')
(280, u'contents')
(280, u'pool')
(280, u'answers')
(280, u'ungodly')
(280, u'doubtful')
(280, u"in's")
(280, u'killing')
(280, u'grandam')
(280, u'couch')
(280, u'principal')
(280, u'timber')
(280, u'conjure')
(280, u'usury')
(280, u'livery')
(290, u'commonwealth')
(290, u'giddy')
(290, u'namely')
(290, u'swearing')
(290, u'3')
(290, u'boldly')
(290, u'sue')
(290, u'speeches')
(290, u'calamity')
(290, u'necessary')
(290, u'betimes')
(290, u'remorse')
(290, u'curtis')
(290, u'counsels')
(290, u'signify')
(290, u'orchard')
(290, u'breastplate')
(290, u'bidding')
(290, u'gallows')
(290, u'th')
(290, u'deceitful')
(290, u'hasty')
(290, u'enmity')
(290, u'excellency')
(290, u'prevented')
(290, u'severally')
(290, u'crooked')
(290, u'pattern')
(290, u'je')
(290, u'scope')
(290, u'corse')
(290, u'swelling')
(290, u'forfeit')
(290, u'endured')
(290, u"life's")
(290, u'hananiah')
(290, u'jeshua')
(290, u'create')
(290, u'breeding')
(290, u'whithersoever')
(290, u'besieged')
(290, u'dress')
(290, u'stubborn')
(290, u'division')
(290, u'conversation')
(290, u'pearl')
(290, u'herbs')
(290, u'mocked')
(290, u'wither')
(290, u'melted')
(290, u'brasen')
(290, u'setting')
(290, u'redemption')
(290, u'opposed')
(290, u'figs')
(290, u'forswear')
(290, u'preserved')
(290, u'unkind')
(290, u'whereto')
(290, u'necks')
(290, u'spleen')
(290, u'nazareth')
(290, u'wail')
(290, u'hebrew')
(290, u'flying')
(290, u'courtier')
(290, u'neglect')
(290, u'playing')
(290, u'contented')
(290, u'backs')
(290, u'disciple')
(290, u'isles')
(290, u'bank')
(290, u'actions')
(290, u'repose')
(290, u'whereunto')
(290, u'censure')
(290, u'bushy')
(290, u'joram')
(290, u'merchandise')
(290, u'barnabas')
(290, u'peevish')
(290, u'hounds')
(290, u'foreign')
(290, u'skins')
(300, u"daughter's")
(300, u'abideth')
(300, u'box')
(300, u'bohemia')
(300, u'shrew')
(300, u"learn'd")
(300, u'cowards')
(300, u'cakes')
(300, u'groves')
(300, u'theme')
(300, u'commands')
(300, u'abiathar')
(300, u'befall')
(300, u"murder'd")
(300, u'rightly')
(300, u'arrived')
(300, u"wither'd")
(300, u'flint')
(300, u'shaphan')
(300, u'closet')
(300, u'pandulph')
(300, u'persia')
(300, u'towers')
(300, u'gobbo')
(300, u'telling')
(300, u'hereford')
(300, u'gotten')
(300, u'heaviness')
(300, u"stol'n")
(300, u'floods')
(300, u'leah')
(300, u'inclined')
(300, u'cressid')
(300, u'wages')
(300, u'consul')
(300, u'stole')
(300, u'share')
(300, u'senseless')
(300, u'rode')
(300, u'bowl')
(300, u'hue')
(300, u'apace')
(300, u'ugly')
(300, u"pluck'd")
(300, u'putteth')
(300, u'dim')
(300, u'fasting')
(300, u'owl')
(300, u'xi')
(300, u'score')
(300, u'gaze')
(300, u'fulness')
(300, u'untimely')
(300, u'dieth')
(300, u'elias')
(300, u'harsh')
(300, u'guests')
(300, u"honour's")
(300, u'tarquin')
(300, u'antigonus')
(300, u'sets')
(300, u'parley')
(300, u'lodging')
(300, u'conclude')
(300, u'wet')
(300, u'penny')
(300, u'profess')
(300, u'burns')
(300, u'pleasing')
(300, u'torch')
(300, u'alice')
(300, u'tabernacles')
(300, u'gar')
(300, u'thanksgiving')
(300, u'keepers')
(300, u'rejected')
(300, u'seeks')
